text,sentiment
move over gents gopdebate two debates one winner  carly httptcokuevblsugk via dcexaminer,Positive
"what ought to depress every patriotic american the men on stage at the gopdebate were the best candidates billionaires could buy
p2",Negative
"iamrobineublind
foxgop pa ys hunger games demagog foodfighter carlyfiorina
gopdebate morningjoe httptcoygmgbavqut",Negative
ill admit some of realdonaldtrumps commentary during the gopdebate was quite hilarious,Positive
  ckimbro927 paul brilliantly got christie to admit that he would violate the 4th amendment of course no one in that building cares ,Negative
  scottjohnson is there a stinger after the credits gopdebate,Negative
  mrpeytonreed ted cruz looks like the poor actor in prosthetics who replaced crispin glover in back to the future pa  2 gopdebate,Negative
actually trump we live in the least violent time in human history gopdebate,Positive
  tmobrien we arent letting people outside of the us see this right gopdebate,Negative
  colorofchange lets be clear the nerve that donald trump is hitting is white supremacy gopdebate  trumphate,Negative
if donald trump wins the election then well know were on the biffstolethealmanac timeline gopdebate httptco6f7jebmo9k,Negative
if you thought copd was bad i woke up this morning with a bad case of gopd hope the xlax kicks in soon gopdebate,Negative
  bettybowers chris 911 christie only 911 mentions 911 every  911 other  911 minute not for political 911 reasons  gopdebate,Negative
crystalprebola she made a fool out of herself megynkelly lost a lot of respect from many gopdebate,Negative
"  chuckwoolery 
there are a lot of good people running
thats my takeaway

gopdebate",Positive
of note  hillary will launch her student loan reform package on monday something the gop didnt discuss during gopdebate but resonates,Negative
"  p0tus ladies and gentlemen 

boys and girls of all ages

your 2015 gopdebate  httptco6r6olwtqts",Negative
trumps platform is essentially everyone is a moron winning the primary might prove his point gopdebate,Negative
  bigheadspo s ben carson moved up on my draft board sneaky quickness reads the field well gopdebate,Positive
"my personal view on this guy 
gopdebate sorrynotsorry foxnews httptco1alj9cpicg",Negative
"  liars_never_win please ask the democrats about god during their debates so the audience can boo foxnews 
gopdebate",Negative
  kavithadavidson i will totally stay tuned for god megyn gopdebate,Positive
if you ignore the propaganda you would know that 6million more people are in pove y under obama gopdebate tcot httpstcotevcpjqeia,Negative
"  kevinrfree please stop talking about ronald reagan they way ronald reagan talked about abraham lincoln
gopdebate",Negative
how can anyone stop isis in 90 days thats a setup question gopdebate,Negative
  dabneypo e ohhhh bencarson your honesty and beautiful soul make us love you gopdebate,Positive
larronb overall the gop candidates demonstrated competence command of the issues amp a shared optimistic vision thts what mttrs gopdebate,Positive
speakthequiet embracethecoda carson polling 2nd disproves conservative racism despite yrs of calling the president the n word gopdebate,Negative
since i went to get my hair done last night i had to miss the new comedy show err i mean the gopdebateso how was it,Negative
"trumpratings gopdebate 
overnight numbers seemed to surpass everyones expectations

httptcog3aawdobpd",Positive
  shakestweetz here is your regular reminder that the republican pa y values fetuses more highly than the people who carry them gopde,Negative
  zellieimani blacklivesmatter got 15 and back to talking about iran isis hasnt killed 685 americans  the police have gopdebate,Negative
ente ainment  at its finest  cant  help but wonder how educated  americans are reacting  to gopdebate or the lack thereof,Negative
citiz4solutions grahamblog hillaryclinton solutions should be based on the science or they are not solutions gopdebate cresenergy,Negative
"republican debate newspaper front pages 

foxnewsdebate gopdebate gop httptcohbnsjancgp",Negative
huckabee  the purpose of the military is to kill people and break things i thought military was for national security gopdebate,Negative
"gop are going crazy over carly fiorina

thats not surprising

gop loves people who knows how to crash an economy  

gopdebate",Negative
realdonaldtrumps narcissism got in the way of the outrage that gop voters have found appealing httptcobqrolmrwre gopdebate,Negative
  maureenjohnson this is what you get after a bunch of facebook comments are bitten by a radioactive spider gopdebate,Negative
  tarynoneill there was not one question on climate change or the environment thatiswhythegopwilllose gopdebate,Negative
gopdebate when the guy from hillbillyville kentucky randpaulsenate pointed at the fat guy chrischistie for huggin the black guy lol ,Negative
i used to admire realjameswoods back when he was an actor as a politician hes just a white privileged asshole gopdebate,Negative
  etammykim alldigitocracy there was so little talkpove y in the gopdebate the closest we got was kasich defending ohs medicaid e,Negative
if youre looking to sift through the bulls as jon stewa  put it so well httptcogaloiw0dvy gopdebate,Negative
gopdebate  until men stop trying to control womens bodies with laws it will be hard to teach that no means no in a meaningful way,Negative
  full_of_moxie its such a low bar we set but i was mostly impressed with johnkasichs ability to act like he had some sense on stage,Positive
i think im the only one that liked the gopdebate im glad for the tough questions off the bat i know where they stand on issues now ,Positive
mikehuckabee has a really good career prospect as an open mic comedian gopdebate,Negative
  rosscameron4 gopdebate rules used to require the audience to stay silent the gop trusting audience to boo applaud was genius http,Positive
the answer to the most impo ant question of the gopdebate is yes joe flacco is in fact an elite qua erback ravensnation,Negative
  rosie_brush the way foxnews handled the debates last night jerryspringer would have been more fair wai ime amp appropriate gopdeba,Negative
johnb631 happyfriday jb that was fun watching gopdebate  hope we pick a good one amp trump doesnt run 3rd pa y,Negative
excited to see how my personal favorites will continue to do after last night carlyfiorina marcorubio and realbencarson gopdebate 2016,Positive
demagogues megalomaniacs and machiavellian are words that kept coming to mind watching gopdebate wooflepup,Negative
maybe my definition of winning a debate is different than most but trump not answering questions or providing credible answers  gopdebate,Negative
hmm who new chrischristies father was the first person ever to graduate from college gopdebate in my family missing,Negative
last night rand paul show us that he will face donald trump and beat him many times if it possible gopdebate,Positive
after watching the gopdebate you might as well hand the election to the democrat pa y,Negative
"bencarson2016 sentedcruz believable

gopdebate 

megynkelly so polished  tough

govmikehuckabee funny guy

great theater",Positive
hands up who won the gopdebate polls show realdonaldtrump to increase his lead after winamerica trusts trump2016 httptcogka0v49alb,Positive
blaming megynkelly for your misogynistic attitudes is absolutely ridiculous you proved again that you are ridiculous trump gopdebate,Negative
  pramukta anyone who campaigns for public office becomes disqualified for holding any office at all  thomas more utopia gopdebate,Negative
ricksantorum brings full crazy to gop debate compares samesex marriage and abo ion to slavery httptcoohxdllknvx wegoted gopdebate,Positive
if realdonaldtrump cant take questions based on his history from megynkelly wo going off his inability to take heatproblem gopdebate,Negative
  crazylary51 foxdebate gopdebate  republicans the us axis of evil that is foxnews httptcophvvbb7cfc,Negative
"  mike_hollan wow megan kelly is bombing at a debate all she has to do is ask questions and she cant handle it
gopdebate",Negative
  quillgroupec this is ridiculous megan kelly thinks this show is about her gopdebate,Negative
so were some of the biggest positive audience responses at gopdebate to rhetoric about actively killing people ampor letting women die ,Negative
gopdebate  no one was looking real sma  but bunch ofstill some of em showed up wth good spirits amp sma ness but donalddonald ,Negative
kinda liking donaldtrump for prez gopdebate keepitreal,Positive
slightly disappointed brazzers didnt bring the  for the gopdebate so many oppo unities for puns,Negative
not a single question about lennykravitz s penis last night gopdebate trump,Negative
  markodum after foxnews gopdebate megynkelly made it a mockery last night i look forward to internationalbeerday,Negative
megynkelly you really were awful last night hope no one lets you host again just awful ugh and you were awkward gopdebate,Negative
"  sir_max bentonlee1   drma yfox trump wins drudge 
debate poll 

 by a landslide 

tedcruz 2 

gopdebate pjnet httptc",Positive
gopdebate winners yesterday carly ben carson marco rubio and sadly big govt mike huckabee can carly knock christie off the stage,Negative
looking at wonkettes liveblog from the gopdebate im proud of my livetweeting my play by play was on par with httptcospz56hetpg,Positive
  aebrennen any candidate that rejects common core without a legitimate and thoughtful alternative should not be taken seriously gopde,Negative
guys thanks for not unfollowing me in masses after last night gopdebate,Negative
i think foxnews did everything it could to derail the realdonaldtrump during the gopdebate newsflash you failed megynkelly,Positive
  kumailn guys weve cured racism i didnt realize until just now congrats all gopdebate,Negative
greta carlyfiorina after last night carlyfiorina jumped to the top of my list gopdebate foxnewsdebate fiorina,Positive
sdblanke bush cheney raped plundered pillaged the whole world b4 they left office obama killed one really bad guy  is black gopdebate,Negative
"  wriglied huckabee we need a leader who believes we can once again be one nation under god

separation between church and state ",Positive
you cant accuse the gopdebate of being bigoted because they had a token woman amp both a token black amp hispanic,Negative
after watching the gopdebate garbage  opression prejudice  debate httpstcolqdsrbjml4,Negative
realdonaldtrump pretty much eliminates the need for political satire the mans a walking theonion a icle gopdebate,Negative
im noticing that none of the republicans can give a straight answer gopdebate gopclowncar,Negative
tedcruz lets get rid of every executive action ever and get rid of everything i dont believe in despite of popular belief gopdebate,Negative
ive been very nice to you trump told kelly although i could probably maybe not be gopdebate httptco1bcqcmlfry,Negative
  samswey the police divide us by policing black communities in a more violent way giving us different realities re police violence ,Negative
realbencarson is a class act gopdebate,Positive
  johnggalt im ready to fire all politicians makeamericagreatagain gopdebate,Negative
summer has been fun and im not quite sure of how i feel about the fact that it is august the politics and the gopdebate  makes it worse,Negative
  hyredmond gopdebate waited for candidate to jump in after rosie comment to say no one should speak about women like that would have,Negative
summer has been fun and im not quite sure of how i feel about the fact that it is august the politics and the gopdebate  makes it worse,Negative
common refrain at gopdebate blame political correctness for unpopularity of gop positions  vs i dunno unpopularity of those positions,Negative
"correctrecord hillaryclinton
 foxgop pa y hunger gamesdemagog foodfighter carlyfiorina
gopdebate morningjoe httptcoygmgbavqut",Negative
there were quite a few social liberals on last nights gopdebate stage jus saying varneyco,Negative
gopdebate early numbers suggest record audience  httptcoasons3bsg6,Positive
you have no clue what silent majority is thinkingyour mindset comes frm 2 of pop youre out of touch gopdebate  httpstcomnvfxqevmk,Negative
  ancapkatie rand dont call yourself a reagan conservative lets just remember how many times he raised taxes gopdebate,Negative
rubio cruz  and carson were the top  dawgs  in last nights debate walker  and huckabee  also had great   mmentsgopdebate,Positive
billoreilytv foxnews  bill detests jeb and he shows it on his program not fairgopdebate,Negative
lost a lot of respect for foxnews megynkelly amp bretbaier for their treatment of realdonaldtrump during the gopdebate notfairorbalanced,Negative
im really impressed with randpaul s ability to not roll his eyes at chrischristie gopdebate,Positive
right do u think survivors of the fox massacre debate realize that gopdebate foxdebate  httpstcodtvsb531lt,Negative
this is so fking ente aining it should be illegal gopdebate httptco9johdui7m9 via theblaze,Negative
misogyny is ugly its even uglier when its cheered and unchecked gopdebate omgop retrumplicanpa y uniteblue httptcotrr03fxfzg,Negative
is i know someone who decided against abo ion the new i have black friends gopdebate,Negative
"when the candidates sta  talking about their upbringing and roots it always reminds me of this gopdebate

httpstcomr38nehahk",Negative
gopdebate  looked like fun though i think i missed the swimsuit and talent contest rounds everyonelovesaprincess httptcoot7dafq8hi,Negative
fox2news whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor httpstcolklffn2lfy via youtube,Negative
ma ha maccallum gets credit for asking whether christians have a religious libe y doublestandard for muslims gopdebate toughquestions,Negative
and thats why hes the only one who can lead the newamericancentury studentsforrubio gopdebate  httpstcormd1pfxxnz,Positive
foxnews carlyfiorina won these debates hands down lets talked about her gopdebate,Positive
ronald raven is a character created by the gop to influence children his sidekick is klu klux klam gopdebate rickperry,Negative
unlike dncwomen republicans wont vote based solely on gender unreal how a iculate carlyfiorina is compared to whitehouse gopdebate,Negative
ive never been a huge christie fan but hes the only who made it a point to mention entitlement reform the only one gopdebate,Positive
  cheryl_now amen this gentleman definitely has my vote love him and what he stands for gopdebate onpoint  httpstcoanzmdiorve,Positive
looks like last night was the highest rated primary debate in history httptcovjrfupgvqn gopdebate,Positive
nothing about the gopdebate really matters if the world is going to be a better place we need a total sea change in the human condition,Negative
  sussantweets huckabee the purpose of military is to kill people and break things gopdebate,Negative
dreamdefenders and other black activist censored on instagram after gopdebate httptcom6affskjmc,Negative
  larajakesfp jeb bush says the key to defeating isis is voting down the irandeal iran is fighting isis gopdebate,Negative
"andykhouri never give up your leverage before the negotiation sta s  donald trump 2015
gopdebate 
trumpforpresident",Positive
repealing doddfrank is not wise gopdebate,Negative
the gopdebate basically taught us that we dont need to address climate change because god will bless us with a forever clean planet,Negative
"bentonlee1   drma yfox trump wins drudge 
debate poll 

 by a landslide 

tedcruz 2 

gopdebate pjnet httptco6lz5psafms",Positive
i borrowed this from someone else but it is so true at least he was good for a few laughs gopdebate trump httptcojxjn0mjqby,Negative
just watched a clip of hardball_chris trying to bully carlyfiorina got his rear handed to him gopdebate,Negative
"ironic that 2 strongest candidates

attacked silenced

by foxnews now msm

cruz2016
cruzcrew
gopdebate httptcowhnkokbwlh",Negative
  keegannyc surgeon generals warning drinking every time a gopdebate candidate says something stupid will kill you seriously http,Negative
if you are still recovering from the gopdebate caddyshack is on amc as a propo ionate response to that plutocratic bologna,Negative
  fivestarflicks i missed the gopdebate driving the mother road but i did take a very satisfying bowel movement in bushland texas h,Positive
comcast i couldnt even live tweet the gopdebate because your internet is so slow and the world was lesser for that comcastcares fail,Negative
"msgdannyret never give up your leverage before the negotiation sta s  donald trump 2015
gopdebate 
trumpforpresident",Positive
  amiramitch they were a mess gopdebate  httpstco93sdctvcq9,Negative
  catronicus trumps obamacare response was so dumb that it defies imagination gopdebate dumptrump,Negative
7 what candidates did a better job of talking about issues related to pove y during last nights gopdebate talkpove y marisol_bello,Negative
tpm huckabees right which is why he cant be cinc his site has mlk praying with jefferson and lincoln no car keys for him gopdebate,Negative
  sweetgreatmom abc comedians won   america lost  gopdebate was failure of political process  blacklivesmatter is not on their age,Negative
"ppact uses genius to strike back at gov walkers gopdebate remarks 
httptco0xunyhicfj httptco6rym6w4v1e",Negative
"so who is the most psychotic of huckabee cruz and walker

my pick is probably cruz given his day 1 goals for the presidency

gopdebate",Negative
who wants to watch a debate where they are spoon fed little baby questions not me gopdebate,Negative
"gopdebate 

the only person who did worse than kasich last night was megyn kelly",Negative
"gopdebate proves the gop has an impressive pile of shit for voters
onpointradio mccormackjohn",Negative
  freedomtexasmom irahayes megynkelly we saw thru her at gopdebate,Negative
i loved it in the gopdebate when scottwalker asked rhetorically how is hillary clinton going to lecture me,Positive
rands performance looks even worse when contrasted with his dad who used to stay calm and used substance in debates not bombast gopdebate,Negative
the fact that people are saying realdonaldtrump won the first gopdebate speaks volumes for the gops chances in 2016,Negative
watching the gopdebate are gop candidates deluded or simply idiots with zero understanding of international httptco0p808jghri,Negative
i missed the gopdebate driving the mother road but i did take a very satisfying bowel movement in bushland texas httptcoe0huw70rrr,Positive
  joeprich megynkelly remember when you complained abt candycrowley doing the exactly what you did tonight gopdebate httptcotx,Negative
  amymek how many rhinos did foxnews pack this audience with gopdebate,Negative
foxnews megynkelly danaperino gop rnc reince gt we raised our hands too gopdebate realdonaldtrump makeamericagreatagain noamnesty,Positive
jon stewa  america needs you smh at gopdebate i guess the only logical thing to do was to attack a democrat way to go republicans,Negative
smethanie sure god told me i should run and the tooth fairy agreed and all the teletubbies voted yes so here i am gopdebate,Negative
"  ajcgetschooled so what happened to education in last nights debate it hardly came up httptco15srswwuee
edchat gopdebate gasc",Negative
they were a mess gopdebate  httpstco93sdctvcq9,Negative
  redostoneage gopdebate meanwhile hillary clinton leads by example pays women less than men httptcopdjp3qe4cu,Negative
has anyone noticed that trump zealots are like the old ron paulbots gopdebate  they were very skilled at stacking polls too,Negative
gopdebate megynkelly bretbaier chriswallace101 the questions were very good the delivery was not as professional as it should have been,Negative
whywearealaughingstock gkmtntwits new statement on gopdebate its not a debate its an embarrassment  correctrecord truthmatter,Negative
trump responds to megynkelly question on misogyny with more misogyny gopdebate httptcopb5cgmo3v5 httptco8pfdgltnaw,Negative
a foxy rowdy republican debate gopdebate megynkelly really disappointed me biased much httptcorrqntaak3x,Negative
gopdebate jebbush wants hopeful optimistic message like war with iran attacking social security waronwomen tactics voter suppression,Negative
gopdebate well if trump wins most latino voters will vote democrat for a while wont they,Negative
thank goodness for old quips platitudes slogans and obamacare in  gopdebate  without those many questions would have had no answers,Negative
"more kellyfailed marklevinshow 
gopdebate 
httpstconhvrakpt8t",Negative
please join me to congratulate realdonaldtrump on his success in gopdebate makeamericagreatagain his 1st debate httptco7am5odcbvw,Positive
  saadcrates watchign randpaul knock that self righteous fat half wit chrischristie the f out was so wo h it great reality tv gopde,Positive
  eusebiaaq sternnschool whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor httpstcolklffn2lf,Positive
  julsmarietells conveniently no candidate received a word from god that as president they should look after the poor sick amp disenfra,Negative
  notlindsayyy republicans respect the rights of unborn fetuses more than they respect the rights of living women and its disgusting g,Negative
"  anthonycumia this guy has my vote
gopdebate httptcoyq7hu3uv7s",Positive
jeb bush was somewhat impressive  unlike trump which surprised  megopdebate,Positive
"  missumuggins gopdebate 

hey all of you on that stage
they have names 

amirhekmati 

saeedabedini 

jasonrezaian 

robe levin",Negative
enjoyed the gopdebate last night  i think trump stumbled  rubio was solid  anyonebuthillary,Positive
  revchuckcurrie donaldtrump retweeted comment calling megynkelly a bimbo last night this is a man who hates women the gop front ,Negative
if you cant put donald trump in his place you dont deserve to be potus gop gopdebate,Negative
  0iiiiiii0_girl my take away from the gopdebate is that it could have been better much better time for tedcruz and realbencarson w,Negative
  writersrepublic this is the worst stage play ive ever seen gopdebate,Negative
lindacohn why doesnt he belong people like the other 9 puppets have been running this country into the ground for years gopdebate,Negative
cnn whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor httpstcolklffn2lfy via youtube,Negative
"  hydeblizzardbox the baxter bean thebaxterbean 19h19 hours ago
if guns dont kill people why are they strickly forbidden anywhere nea",Negative
  aduanebrown megynkelly you failed the american people tonight you tried to make history by destroying realdonaldtrump kellyfa,Negative
dont be mad at the moderators if your candidate cant handle a tough question maybe you should reconsider gopdebate,Negative
  tylergroenendal i wonder if fifty years from now republicans will still blindly cite reagan to justify everything they do gopdebate,Negative
  elisabetherapy trumps tongue is as loose as a prostitutes vagina gopdebate,Negative
  themurdochtimes ok sure rupe murdoch scott walker will be an interesting candidate gopdebate us2016 httpstcoqrbqcmebuf,Positive
how can republicans still be republicans after watching the gopdebate  tbh id run as far away from that pa y as possible,Negative
boy itll be so awesome when president trump calls angel merkel a bimbo hes so cool gopdebate trump2016,Negative
kijivu a gorilla in the prague zoo reacts to primate aggression displays at the gopdebate in the us tcot httptcosmmtaq0kjg,Negative
  bachmannsbrain wow i forgot chris christie was even there the smell of desperation flop sweat and salami would have tipped me off,Negative
so realdonaldtrump is crying because megynkelly was mean to him what a bunch of clowns gopdebate,Negative
"trump is antifragile
 gopdebate 
trump
trumpdebate",Negative
"so last night
jonvoyage full of honesty and clarity
gopdebate full of jokes",Negative
havent watched gopdebate yet cause i was busy persianing but im kind of scared to anyway,Negative
  chucknellis if jebbush is a conservative i am attila the hun amp im not gopdebate hannity,Negative
sternnschool whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor httpstcolklffn2lfy via youtube,Negative
perfect gopdebate  httpstcor5ozztaeab,Positive
"  anthonycumia chris christie wants to collect more records from terrorists
may i suggest
gopdebate httptcoxtd2pmyfcf",Negative
  dick_nixon rand paul has the manner of the fellow who turns up to every town meeting and has to be led away from the podium by the she,Negative
  princessomuch scottwalker yes megyn i believe in killing mothers id kill my own mother to get elected  gopdebate,Negative
gopdebate they didnt give trump chance to answer the most impo ant question but he is still a winner,Positive
donald says no1 thought abt immigration reform until he came along its true we are all trying to figure out how to depo  him gopdebate,Negative
and what a big mistake it was for wallace to question realdonaldtrumps business tactics never question trump on business gopdebate,Negative
have we completely thrown away the separation of church and state gopdebate,Negative
"littleredblog graceslick77
foxgop pa ys hunger games demagog foodfighter carlyfiorina
gopdebate morningjoe httptcoygmgbavqut",Negative
who the fuck is john kasich gopdebate,Negative
  mkheywood kaisch tanked at one point he was justifying his government expansion in ohio sounds unionish gopdebate,Negative
blahi have a hangover from that debate last night god forbid any of those fools win the white house or well all overdose gopdebate,Negative
  thebenwalters thanks to trump the gopdebate shattered viewership records many voters introduced to candidates they wouldnt know ex,Positive
rand paul looked woefully underprepared he just came armed with some zingers and an attitude but couldnt respond to comebacks gopdebate,Negative
my jaw is still on the floor at mike huckabees comment about the military existing to kill people and break things what gopdebate,Negative
dc37deborah thought you would enjoy my recap of the gopdebate httpstco6ke7zryepz,Positive
what i or any other sane person thinks of the of 1st gopdebate doesnt matter its the soulless pittiful assholes who vote in gop primary,Negative
"gopdebate understatement 

boycott foxnews except sean hannity httpstcolbt61ilrxx",Negative
i wonder if ronald reagans ghost could feel the gopdebate candidates sucking his dick,Negative
  sarahupstairs you hate the concept of abo ion great lets provide contraception and healthcare and education gopdebate,Negative
trump showed he didnt belong but did gop a favor better ratings amp he brought out personalities and ideas of other candidates gopdebate,Negative
bernie sanders on gopdebate what about women httptcoidt6j3lbj1 feelthebern,Negative
  layla07122 because we need a leader in the white house not a community organizer  gopdebate,Negative
a foxy rowdy republican debate at least realbencarson could understand it amp get best advise available gopdebate httptcorrqntaak3x,Negative
still deciding if the huge audience for the gopdebate was real interest or the car wreck theory,Negative
why are democrats so scared to have a debate dont want hillary answering questions abt criminality of server  gopdebate oct is 1st one,Negative
there were so many republicans talking out their asses they needed ricolas for suppositories gopdebate,Negative
  deedeececil charlesmblow its a repeat of 2012 the gop audiences are more disturbing to me than the candidates gopdebate,Negative
"winners and losers in last nights gopdebate 

winner   ma hamaccallum 
loser     megynkelly",Negative
  mrjamesmack in the aftermath of the gopdebate clown car incident let us recall stanblackleys finest hour httptcok6uadaoivc,Negative
"  richardangwin question for the candidates
why do you think its ok for people working 40 hrs a week to live in pove y
gopdebate ht",Negative
  marvmcmoore tonights gopdebate proved what we already knew that the gop is out of touch amp their policies will move this country bac,Negative
yall better vote this year if donald trump wins for president  yall going to need college degrees to work at mcdonalds  lol gopdebate,Negative
astounded to hear carlyfiorina equate govnt helping people wthinking it knows whats best sounds like archaic elitest claim gopdebate,Negative
frankluntz molonlabe1776us megynkelly as well you should she was low brow sta ing of the debate with hate but it backfired gopdebate,Negative
  jennyjaffe he said illegals and freeloading in the same sentence thats gop bingo gopdebate,Negative
no thedailyshow no stephenathome no sullydish and realdonaldtrump is still gaining steam after the gopdebate this is cruel,Negative
  abloomy09 did you guys see that stand up comedy special on fox news last night that was fantastic  gopdebate republicandebate rep,Negative
  wolfofwarrenst just in case you missed the gopdebate last night heres a quick recap httptcoh03mrzvfwb,Negative
cbsmiami  gopdebate repeliotengel how canwe trust theirandeal when potus abuses his power by ordering an attack httptcos7qqf9zqnf,Negative
dont let megyns attack on trump confuse you gopdebate was a foxfix from the sta  factsmatter httptcooodjkuwcq6 via huffpostpol,Negative
  wvschaik a head of broccoli would make a better potus than any of the candidates in gopdebate,Negative
oh my gosh she really is fantastic carlyfiorina gopdebate chrismatthewsgottold  httpstcoh3dss4dxmo,Positive
  jkfecke cruz look at the jerks born in foreign countries come in here and ruin this country gopdebate,Negative
new statement on gopdebate its not a debate its an embarrassment  correctrecord httptcojwzqoaf75e  truthmatters robe smsnbc,Negative
  theromanperez i think its usually plural for texan but maybe  only one person in texas suppo s her candidacy gopdebate httpst,Negative
"slone instapundit there are actually people angry that the candidates were asked real questions  seriously
gopdebate",Positive
  brian_hough7 im disappointed but cant say im surprised college affordability votingcivil rights and equality arent gop priori,Negative
  bloodless_coup obama traditionally does a presser before his vacation he will be absolutely unable to resist demagoguing after gopde,Negative
  johnfugelsang gopdebate  for people who were more mad at obama saying we to ured some folks than they were that we to ured some ,Negative
  brosandprose they literally just asked the candidates if god has spoken to them this is a farce gopdebate,Negative
a great summary of last nights gopdebate httptcokdeags3iee,Negative
gopdebate wakeupamerica turn on foxnews damage control being spewed from every mouth fox news is toughwe ask good questionslol etc,Negative
after foxnews gopdebate megynkelly made it a mockery last night i look forward to internationalbeerday,Negative
my response when megynkelly tried to call realdonaldtrump a sexist cant stump the trump gopdebate,Positive
  neilmackay the crowd just cheered for waterboarding at the gopdebate  so i think ill go to bed rather than kick my telly in,Negative
a little bitter that i have to watch little pieces of the gopdebate,Negative
he admitted to paying hillary to attend his wedding jesus fangirl much id have gone with the rock thats just me dumptrump gopdebate,Negative
  jessicavalenti as an italianamerican i appreciate walkers ability to talk with his hands thats the nicest thing i have to say gop,Positive
not interested in what megynkelly has to say  way too interested in promoting herself trump2016 gopdebate  httpstcoqo71twp8fn,Negative
i sure hope cnn does not hire the foxnews makeup person for their gopdebate jesus,Negative
donaldtrump  gopdebate   check it out here   httpstcosgcu1vxzdv,Negative
"  sallykohn foxnews chrisstirewalt says fiorina won gopdebate then rubio 

with the air of george patton at a roller rink trump ",Negative
"this country is full of your socalled losers who vote  poor people fat people and idiots too  
 realdonaldtrump gopdebate",Negative
this mornings twitter reactions to the gopdebate show that megynkelly 1 realdonaldtrump 0,Negative
  renomarky this picture taken during gopdebate of hillary2016 tels you how shes so in touch with middleclass hardworking s http,Positive
realbencarson astounding job at the gopdebate poised dignified humble yet unwavering,Positive
i like what johnkasich said last night about realdonaldtrump hitting a nerve in this country gopdebate trump httpstcowq2cxxgsai,Positive
"world war  or civil warwe will get one or the other with a warmongering repub president 
gopdebate gopwarmongers",Negative
i was enjoying the ente ainment that is trumps rhetoricuntil democrats sta ed taking him serious as a candidate  gopdebate,Negative
"  lugswagger those who cannot understand how to put their thoughts on ice should not enter into the heat of debate
gopdebate",Negative
watching snippets of the gopdebate and thinking damn americans have a great ente ainment industry then suddenly realising amp feeling sad,Negative
"boycott facebook amp instagram for censorship

dreamdefenders 

gopdebate",Negative
trump took on opponents in gopdebate this is how he took on celeb opponents in public feuds httptco3fpxjvf7w9 httptco6b06h8wfm5,Negative
i have been trolling every debate poll i see a link to by voting for trump as the winner polltrolling gopdebate,Negative
hillary got 19 mentions at the gopdebate and the middle class got 2 really what would they talk about if not her,Negative
my main takeaway from last nights gopdebate poor melania trump,Negative
  reignofapril rubio all human beings deserve protection of our laws but he meant fetuses not undocumented immigrants gopdebate,Negative
  jybray telling it like it is gopdebate httptcovzhlqywzmv,Negative
how can you say that but demonize abo ion amp gay rights oh amp say god speaks to you but lets blow everything up gopdebate,Negative
govchristie realdonaldtrump tough talk about marijuana from you 2 foxnews megynkelly  you didnt fire up the conversation gopdebate,Negative
  keatingthomas trump just said the political system is broken because you can buy politicians and then explained exactly how many hes,Negative
  apechtold dominant thema gopdebate  abo us 2015,Negative
"and the winner of the 1st gopdebate is hillaryclinton 

what a mob of lying pandering jackasses ",Negative
wondered why im in a slightly bad mood this morning and then realized its due to the replaying of the gopdebate in my head,Negative
gop debate early numbers suggest record audience httptcotuv31vgkly trump2016 gop gopdebate,Positive
  kesgardner thank you carly for mentioning those epa regulations that would fu her strangle our economy gopdebate,Negative
  bidenshairplugs retweet if youre tired of the democrats impo ing third world peasants to win elections and the gop not trying to st,Positive
so this vine of randpauls eye roll to chris christie at the gopdebate last night has 4 million loops httpstcohf318qsowd,Positive
  warriorwoman91 many republicans are upset about planned parenthood how can you be a human being and not be upset about those videos,Negative
megynkelly was the big loser in gopdebate  foxnewsdebate,Negative
salon 2nd favorite gopdebate meme on internet httptcornyuvlhv4d,Negative
  thepatriot143 gopdebate megynkelly to trump when did you become a republican trump should have said when did you become a repor,Negative
  jillbidenveep i loved huckabees work in the grinch who stole christmas gopdebate,Negative
gopdebate fiorina blasts trumps clinton ties i didnt get a phone call from bill   httptcolvzmwowrrs,Negative
carly2016  carlyfiorina was dominant winner of gopdebate night chrisstirewalt httptco72u0fgvb9j,Positive
  tumbleweedatl i think your 3 cent titanium tax doesnt go too far enough gopdebate futurama,Negative
"vote for a dad who
brags hes never changed a
diaper no thanks trump
sexyvoterhaiku gopdebate",Negative
  michelledbeadle fake laughter is the best laughter gopdebate,Negative
  johnfugelsang you could listen to all the candidate ideas in gopdebate or you could just look at kansas,Negative
tedcruz reminded me of my aunt ethel sending her chicken a la king back to the kitchen at cracker barrel gopdebate,Negative
donaldtrump retweeted comment calling megynkelly a bimbo last night this is a man who hates women the gop front runner gopdebate,Negative
httptco7ugkpzu40y im just gonna leave this here gopdebate trump randpaul2016 httptcoe6js3dft7x,Negative
gpbsavannah see ya later cleveland in about a year if not sooner gopdebate election2016 httpstcoznwofjay6o,Negative
i loved it in the gopdebate when bencarson likened taxes to tithes and said god already had a great plan inherently fair,Negative
as usual peggynoonannyc very insightful on the gopdebate candidates httptco4yp5vfabjq,Positive
  lea_elenaa i am confused as to why womens reproductive rights is a debate topic for the male republican candidates gopdebate,Negative
